order_id,customer_id,order_date,order_value,status
48,6236,2025-11-01 01:21:13.057461149,19.699445277749344,delivered
49,5487,2025-11-01 01:22:56.739534790,181.70225561968962,cancelled
50,7100,2025-11-01 01:24:40.421608432,108.23308690673558,delivered
51,9671,2025-11-01 01:26:24.103682073,113.57987582829284,delivered
52,776,2025-11-01 01:28:07.785755715,12.606453572751146,delivered
53,8227,2025-11-01 01:29:51.467829356,29.01255328926525,delivered
54,3153,2025-11-01 01:31:35.149902998,157.705590651084,delivered
55,1586,2025-11-01 01:33:18.831976639,92.64037624820848,delivered
56,3944,2025-11-01 01:35:02.514050281,199.6310794468132,pending
57,7556,2025-11-01 01:36:46.196123922,142.17875838552789,delivered
58,3074,2025-11-01 01:38:29.878197563,190.424217434274,delivered
59,1022,2025-11-01 01:40:13.560271205,63.076904276351144,delivered
60,3844,2025-11-01 01:41:57.242344846,43.469177359873434,delivered
61,7990,2025-11-01 01:43:40.924418488,81.55199084130203,delivered
62,9693,2025-11-01 01:45:24.606492129,60.30602364592731,delivered
63,6874,2025-11-01 01:47:08.288565771,126.5394793026772,delivered
64,5676,2025-11-01 01:48:51.970639412,151.4439887800072,delivered
65,162,2025-11-01 01:50:35.652713054,86.39852745904322,delivered
66,4298,2025-11-01 01:52:19.334786695,27.0707450983308,delivered
67,996,2025-11-01 01:54:03.016860337,15.003072678153835,delivered
68,7630,2025-11-01 01:55:46.698933978,51.425264310023096,delivered
69,9468,2025-11-01 01:57:30.381007620,149.17261282202585,delivered
70,1017,2025-11-01 01:59:14.063081261,52.094958527914685,delivered
71,7870,2025-11-01 02:00:57.745154903,183.08510981642078,delivered
72,6440,2025-11-01 02:02:41.427228544,133.81226676502828,delivered
73,7893,2025-11-01 02:04:25.109302186,173.7970310615618,delivered
74,6864,2025-11-01 02:06:08.791375827,83.3047977136158,delivered
75,7917,2025-11-01 02:07:52.473449468,196.87447387937988,delivered
76,8530,2025-11-01 02:09:36.155523110,139.1046980720115,delivered
77,879,2025-11-01 02:11:19.837596751,77.82237634621471,delivered
78,9269,2025-11-01 02:13:03.519670393,50.38243523958697,delivered
79,4888,2025-11-01 02:14:47.201744034,174.6409529487046,delivered
80,4860,2025-11-01 02:16:30.883817676,70.43867241632907,delivered
81,6332,2025-11-01 02:18:14.565891317,18.42920608511944,delivered
82,8572,2025-11-01 02:19:58.247964959,62.94515542083368,delivered
83,8685,2025-11-01 02:21:41.930038600,44.095760292868604,delivered
84,7209,2025-11-01 02:23:25.612112242,70.74893103543792,delivered
85,5277,2025-11-01 02:25:09.294185883,126.520574128607,delivered
86,2063,2025-11-01 02:26:52.976259525,105.08205861336243,delivered
87,65,2025-11-01 02:28:36.658333166,145.0615726450382,delivered
88,8007,2025-11-01 02:30:20.340406808,73.42810634098402,delivered
89,2569,2025-11-01 02:32:04.022480449,32.76359976009296,delivered
90,5464,2025-11-01 02:33:47.704554091,40.45087647759119,delivered
91,2028,2025-11-01 02:35:31.386627732,161.48372530527823,delivered
92,2696,2025-11-01 02:37:15.068701374,28.618224959307355,delivered
93,9688,2025-11-01 02:38:58.750775015,161.64398136042357,delivered
94,5259,2025-11-01 02:40:42.432848656,50.39957659138626,delivered
95,5619,2025-11-01 02:42:26.114922298,138.8968774250482,delivered
96,6737,2025-11-01 02:44:09.796995939,128.38829485906604,delivered
97,392,2025-11-01 02:45:53.479069581,28.669482984483842,delivered
98,5893,2025-11-01 02:47:37.161143222,136.51406539593034,pending
99,3562,2025-11-01 02:49:20.843216864,95.02642349421485,delivered
100,6185,2025-11-01 02:51:04.525290505,144.36076789341482,delivered
101,3100,2025-11-01 02:52:48.207364147,168.74003502968645,delivered
102,6279,2025-11-01 02:54:31.889437788,17.504880149016124,delivered
103,8393,2025-11-01 02:56:15.571511430,133.11293805690332,delivered
104,3105,2025-11-01 02:57:59.253585071,29.941987244718394,delivered
105,7216,2025-11-01 02:59:42.935658713,81.98635913539805,delivered
106,2455,2025-11-01 03:01:26.617732354,12.408916145187364,delivered
107,8997,2025-11-01 03:03:10.299805996,72.44232416221809,delivered
108,2732,2025-11-01 03:04:53.981879637,42.17742136501613,delivered
109,8155,2025-11-01 03:06:37.663953279,115.69021602087366,delivered
110,9763,2025-11-01 03:08:21.346026920,107.33158236565693,delivered
111,5057,2025-11-01 03:10:05.028100562,160.72213985771893,delivered
112,8111,2025-11-01 03:11:48.710174203,131.59264956452486,delivered
113,3841,2025-11-01 03:13:32.392247844,145.77891784992275,delivered
114,1029,2025-11-01 03:15:16.074321486,27.571214734730663,pending
115,7386,2025-11-01 03:16:59.756395127,15.275317146535698,delivered
116,503,2025-11-01 03:18:43.438468769,194.21289253352037,delivered
117,6911,2025-11-01 03:20:27.120542410,91.13615761660017,delivered
118,9063,2025-11-01 03:22:10.802616052,85.04513004908823,delivered
119,6939,2025-11-01 03:23:54.484689693,16.652358037780154,delivered
120,4489,2025-11-01 03:25:38.166763335,32.59305317356965,delivered
121,207,2025-11-01 03:27:21.848836976,188.690046236576,delivered
122,5135,2025-11-01 03:29:05.530910618,142.02056253373314,delivered
123,5978,2025-11-01 03:30:49.212984259,87.75028941874642,delivered
124,7722,2025-11-01 03:32:32.895057901,181.85198521837378,delivered
125,7036,2025-11-01 03:34:16.577131542,122.07964033184263,delivered
126,1485,2025-11-01 03:36:00.259205184,151.8289292312425,delivered
127,7859,2025-11-01 03:37:43.941278825,92.00391717697444,delivered
128,864,2025-11-01 03:39:27.623352467,91.9903325843622,delivered
129,2791,2025-11-01 03:41:11.305426108,22.98659495887174,delivered
130,7409,2025-11-01 03:42:54.987499749,149.45492114223478,delivered
131,8756,2025-11-01 03:44:38.669573391,28.832306657478192,delivered
132,5117,2025-11-01 03:46:22.351647032,155.2108037632514,delivered
133,6020,2025-11-01 03:48:06.033720674,46.26303669762991,delivered
134,1758,2025-11-01 03:49:49.715794315,56.99977781898091,pending
135,7575,2025-11-01 03:51:33.397867957,184.39905356494475,delivered
136,6375,2025-11-01 03:53:17.079941598,99.59785625147406,delivered
137,6893,2025-11-01 03:55:00.762015240,33.7960799789124,delivered
138,1679,2025-11-01 03:56:44.444088881,181.96549440872147,delivered
139,3243,2025-11-01 03:58:28.126162523,95.95543365201831,delivered
140,4637,2025-11-01 04:00:11.808236164,34.80475244263743,delivered
141,1060,2025-11-01 04:01:55.490309806,84.2563645911388,delivered
142,6669,2025-11-01 04:03:39.172383447,121.97255808075974,delivered
143,9915,2025-11-01 04:05:22.854457089,78.8449855505403,delivered
144,3158,2025-11-01 04:07:06.536530730,185.62204605061558,delivered
145,5916,2025-11-01 04:08:50.218604372,61.23992650542282,delivered
146,9790,2025-11-01 04:10:33.900678013,43.40682895426648,delivered
147,2694,2025-11-01 04:12:17.582751655,51.980722611135334,delivered
148,3628,2025-11-01 04:14:01.264825296,25.912489853904468,delivered
149,9556,2025-11-01 04:15:44.946898937,95.93626549017786,delivered
150,5451,2025-11-01 04:17:28.628972579,176.88344631519152,delivered
151,1664,2025-11-01 04:19:12.311046220,68.01452504095803,delivered
152,9722,2025-11-01 04:20:55.993119862,59.084147513953624,pending
153,5593,2025-11-01 04:22:39.675193503,169.10308620701866,delivered
154,7393,2025-11-01 04:24:23.357267145,68.13902253187689,delivered
155,1307,2025-11-01 04:26:07.039340786,100.60947611545419,delivered
156,6777,2025-11-01 04:27:50.721414428,15.935238423925117,delivered
157,5865,2025-11-01 04:29:34.403488069,64.54363222523625,delivered
158,9475,2025-11-01 04:31:18.085561711,34.80639431136669,delivered
159,7527,2025-11-01 04:33:01.767635352,30.110761274775747,delivered
160,8902,2025-11-01 04:34:45.449708994,91.96930587072754,delivered
161,5576,2025-11-01 04:36:29.131782635,62.69315408329005,delivered
162,5531,2025-11-01 04:38:12.813856277,41.62488517898507,delivered
163,4414,2025-11-01 04:39:56.495929918,107.1822013513539,delivered
164,3749,2025-11-01 04:41:40.178003560,158.9683567594642,delivered
165,664,2025-11-01 04:43:23.860077201,149.62323849137715,delivered
166,1999,2025-11-01 04:45:07.542150843,57.64495715269684,delivered
167,7995,2025-11-01 04:46:51.224224484,59.99558289942373,delivered
168,1496,2025-11-01 04:48:34.906298125,149.0613447091352,delivered
169,3305,2025-11-01 04:50:18.588371767,115.86202004177426,delivered
170,3764,2025-11-01 04:52:02.270445408,151.05913397909015,delivered
171,5233,2025-11-01 04:53:45.952519050,10.259419319400964,delivered
172,1854,2025-11-01 04:55:29.634592691,26.556242773773764,delivered
173,6586,2025-11-01 04:57:13.316666333,162.37431227882894,delivered
174,1292,2025-11-01 04:58:56.998739974,171.7125702474184,delivered
175,3582,2025-11-01 05:00:40.680813616,75.25363386593915,delivered
176,7555,2025-11-01 05:02:24.362887257,192.08362320188343,delivered
177,7281,2025-11-01 05:04:08.044960899,67.2981921980765,delivered
178,1637,2025-11-01 05:05:51.727034540,179.1538156352394,delivered
179,3697,2025-11-01 05:07:35.409108182,90.12472613222366,delivered
180,699,2025-11-01 05:09:19.091181823,116.74364509952619,delivered
181,4738,2025-11-01 05:11:02.773255465,132.22173117300179,delivered
182,855,2025-11-01 05:12:46.455329106,35.29057276426367,delivered
183,8165,2025-11-01 05:14:30.137402748,17.051166372408048,delivered
184,5856,2025-11-01 05:16:13.819476389,91.09205461363106,delivered
185,7393,2025-11-01 05:17:57.501550031,40.467739450430756,delivered
186,6529,2025-11-01 05:19:41.183623672,114.29742513088974,delivered
187,5250,2025-11-01 05:21:24.865697313,96.19197042005979,delivered
188,5173,2025-11-01 05:23:08.547770955,33.19854835128303,delivered
189,1708,2025-11-01 05:24:52.229844596,136.49915891955393,delivered
190,5792,2025-11-01 05:26:35.911918238,13.894009856891927,delivered
191,9926,2025-11-01 05:28:19.593991879,34.012828267392095,delivered
192,5536,2025-11-01 05:30:03.276065521,143.03120196048798,delivered
193,4932,2025-11-01 05:31:46.958139162,110.2925297594263,delivered
194,3511,2025-11-01 05:33:30.640212804,63.56726388597641,delivered
195,203,2025-11-01 05:35:14.322286445,44.24676482613504,delivered
196,4219,2025-11-01 05:36:58.004360087,132.03390874285765,delivered
197,8959,2025-11-01 05:38:41.686433728,49.06336634940743,delivered
198,4390,2025-11-01 05:40:25.368507370,197.0761051518468,delivered
199,2328,2025-11-01 05:42:09.050581011,175.16913196001684,delivered
200,8005,2025-11-01 05:43:52.732654653,35.110010465339776,pending
201,2932,2025-11-01 05:45:36.414728294,173.23898695933752,delivered
202,7778,2025-11-01 05:47:20.096801936,75.5581285245184,delivered
203,198,2025-11-01 05:49:03.778875577,103.09654584023062,delivered
204,7126,2025-11-01 05:50:47.460949218,37.136616078949714,delivered
205,1931,2025-11-01 05:52:31.143022860,32.52872584797505,delivered
206,6288,2025-11-01 05:54:14.825096501,174.44366355183382,delivered
207,8801,2025-11-01 05:55:58.507170143,129.68142579640278,delivered
208,9340,2025-11-01 05:57:42.189243784,97.4875919031881,pending
209,4283,2025-11-01 05:59:25.871317426,16.871132710964147,delivered
210,2512,2025-11-01 06:01:09.553391067,185.17277757613942,delivered
211,9987,2025-11-01 06:02:53.235464709,81.45676315519954,delivered
212,660,2025-11-01 06:04:36.917538350,89.16334241345194,delivered
213,2812,2025-11-01 06:06:20.599611992,65.06381058432859,delivered
214,7099,2025-11-01 06:08:04.281685633,179.34510377987553,delivered
215,6547,2025-11-01 06:09:47.963759275,75.47110605639268,delivered
216,9562,2025-11-01 06:11:31.645832916,43.10736849317451,delivered
217,1987,2025-11-01 06:13:15.327906558,105.1058670356445,delivered
218,8339,2025-11-01 06:14:59.009980199,158.4836052681627,delivered
219,2912,2025-11-01 06:16:42.692053841,80.55431050550976,delivered
220,1735,2025-11-01 06:18:26.374127482,133.888767146511,cancelled
221,1844,2025-11-01 06:20:10.056201124,67.8026175903843,delivered
222,8681,2025-11-01 06:21:53.738274765,146.75483889428983,delivered
223,2977,2025-11-01 06:23:37.420348406,137.0575359808497,delivered
224,1960,2025-11-01 06:25:21.102422048,139.34341227029586,delivered
225,5760,2025-11-01 06:27:04.784495689,132.72245209286478,delivered
226,6695,2025-11-01 06:28:48.466569331,39.69934330627068,delivered
227,2386,2025-11-01 06:30:32.148642972,178.71828708823261,delivered
228,4737,2025-11-01 06:32:15.830716614,121.29301927117929,delivered
229,1803,2025-11-01 06:33:59.512790255,82.65354140406045,delivered
230,8156,2025-11-01 06:35:43.194863897,42.743706686966085,delivered
231,8121,2025-11-01 06:37:26.876937538,158.88040899802107,delivered
232,6617,2025-11-01 06:39:10.559011180,106.71917575094413,delivered
233,5535,2025-11-01 06:40:54.241084821,37.98568540268233,delivered
234,4062,2025-11-01 06:42:37.923158463,185.06996258906324,delivered
235,263,2025-11-01 06:44:21.605232104,30.15566185265496,delivered
236,6288,2025-11-01 06:46:05.287305746,109.60202713342959,delivered
237,8816,2025-11-01 06:47:48.969379387,126.0104653901376,delivered
238,9209,2025-11-01 06:49:32.651453029,199.80707307796294,delivered
239,2050,2025-11-01 06:51:16.333526670,36.77398485487627,delivered
240,5424,2025-11-01 06:53:00.015600312,126.5764374791421,delivered
241,4549,2025-11-01 06:54:43.697673953,100.57600095107794,delivered
242,3109,2025-11-01 06:56:27.379747594,58.8517710314845,delivered
243,7159,2025-11-01 06:58:11.061821236,189.0199322725573,delivered
244,7401,2025-11-01 06:59:54.743894877,160.26029978174245,delivered
245,3171,2025-11-01 07:01:38.425968519,157.64097932535293,pending
246,9875,2025-11-01 07:03:22.108042160,180.8453486112083,delivered
247,2256,2025-11-01 07:05:05.790115802,147.75837188962439,delivered
248,1155,2025-11-01 07:06:49.472189443,106.28049758361185,delivered
249,4500,2025-11-01 07:08:33.154263085,84.39193595379102,delivered
250,6296,2025-11-01 07:10:16.836336726,143.78537012305287,delivered
251,6198,2025-11-01 07:12:00.518410368,124.5342425228373,delivered
252,9889,2025-11-01 07:13:44.200484009,113.14653057052188,delivered
253,1649,2025-11-01 07:15:27.882557651,121.9208585466233,delivered
254,5540,2025-11-01 07:17:11.564631292,134.51604259769118,delivered
255,9638,2025-11-01 07:18:55.246704934,194.05379661149092,cancelled
256,4200,2025-11-01 07:20:38.928778575,153.1000317030862,delivered
257,8446,2025-11-01 07:22:22.610852217,43.5222107898589,delivered
258,2558,2025-11-01 07:24:06.292925858,98.68606779447619,delivered
259,5593,2025-11-01 07:25:49.974999499,138.86591842716564,delivered
260,99,2025-11-01 07:27:33.657073141,43.374247484765874,delivered
261,2201,2025-11-01 07:29:17.339146782,187.2142473774403,pending
262,2962,2025-11-01 07:31:01.021220424,24.63480595840629,delivered
263,4974,2025-11-01 07:32:44.703294065,126.08680973392492,delivered
264,4434,2025-11-01 07:34:28.385367707,195.42771590147996,delivered
265,2870,2025-11-01 07:36:12.067441348,148.2949757207734,delivered
266,957,2025-11-01 07:37:55.749514990,138.6790531200273,delivered
267,8353,2025-11-01 07:39:39.431588631,199.50987679820582,delivered
268,5700,2025-11-01 07:41:23.113662273,160.4415113301938,delivered
269,6945,2025-11-01 07:43:06.795735914,194.35575206973328,delivered
270,4494,2025-11-01 07:44:50.477809556,142.78952299537343,delivered
271,9493,2025-11-01 07:46:34.159883197,136.43716711082374,delivered
272,4912,2025-11-01 07:48:17.841956839,154.88782078677286,delivered
273,3988,2025-11-01 07:50:01.524030480,45.86326061738048,delivered
274,9720,2025-11-01 07:51:45.206104122,163.0991484834994,delivered
275,6016,2025-11-01 07:53:28.888177763,194.32666249072165,delivered
276,1219,2025-11-01 07:55:12.570251405,126.21222220369782,delivered
277,4497,2025-11-01 07:56:56.252325046,12.347515168762943,delivered
278,4736,2025-11-01 07:58:39.934398687,23.69755445052959,delivered
279,4556,2025-11-01 08:00:23.616472329,54.594372248486266,delivered
280,9147,2025-11-01 08:02:07.298545970,103.30855600881806,delivered
281,8051,2025-11-01 08:03:50.980619612,88.61360640759392,delivered
282,3447,2025-11-01 08:05:34.662693253,196.05028010242623,delivered
283,1046,2025-11-01 08:07:18.344766895,189.66165447238333,delivered
284,6894,2025-11-01 08:09:02.026840536,84.6172730315834,delivered
285,1694,2025-11-01 08:10:45.708914178,160.9201310625992,delivered
286,3437,2025-11-01 08:12:29.390987819,130.90903625943747,delivered
287,8755,2025-11-01 08:14:13.073061461,56.195779050354496,delivered
288,5896,2025-11-01 08:15:56.755135102,186.9236786228359,delivered
289,3355,2025-11-01 08:17:40.437208744,59.30833822024825,delivered
290,226,2025-11-01 08:19:24.119282385,175.36524512184192,delivered
291,4894,2025-11-01 08:21:07.801356027,131.15173869461634,pending
292,7023,2025-11-01 08:22:51.483429668,128.01415072108398,delivered
293,9152,2025-11-01 08:24:35.165503310,169.29789862554188,delivered
294,5601,2025-11-01 08:26:18.847576951,103.91893899456888,delivered
295,7997,2025-11-01 08:28:02.529650593,172.1410503992295,delivered
296,9008,2025-11-01 08:29:46.211724234,114.54340766443889,delivered
297,7684,2025-11-01 08:31:29.893797875,197.08309369563239,delivered
298,4643,2025-11-01 08:33:13.575871517,135.38671027385203,delivered
299,7680,2025-11-01 08:34:57.257945158,81.0715092346431,delivered
300,8209,2025-11-01 08:36:40.940018800,155.03915569249207,delivered
301,7340,2025-11-01 08:38:24.622092441,106.88048699257679,delivered
302,9436,2025-11-01 08:40:08.304166083,163.14474970086818,delivered
303,2206,2025-11-01 08:41:51.986239724,168.3579067034538,delivered
304,1070,2025-11-01 08:43:35.668313366,127.21350634755139,delivered
305,3445,2025-11-01 08:45:19.350387007,175.71580099908786,delivered
306,1061,2025-11-01 08:47:03.032460649,86.65113456928819,delivered
307,2328,2025-11-01 08:48:46.714534290,20.90163215723814,delivered
308,3421,2025-11-01 08:50:30.396607932,135.90315333705917,delivered
309,302,2025-11-01 08:52:14.078681573,155.24584318363713,delivered
310,607,2025-11-01 08:53:57.760755215,23.832287638982336,pending
311,3171,2025-11-01 08:55:41.442828856,156.47285095724135,delivered
312,700,2025-11-01 08:57:25.124902498,131.4407219633454,delivered
313,5089,2025-11-01 08:59:08.806976139,32.118136698948945,delivered
314,9332,2025-11-01 09:00:52.489049780,112.58862538894135,delivered
315,191,2025-11-01 09:02:36.171123422,30.660999837239896,delivered
316,981,2025-11-01 09:04:19.853197063,71.10756244818722,delivered
317,2976,2025-11-01 09:06:03.535270705,162.75713598569934,delivered
318,6103,2025-11-01 09:07:47.217344346,29.14991602169827,delivered
319,1185,2025-11-01 09:09:30.899417988,97.28368410976803,delivered
320,3328,2025-11-01 09:11:14.581491629,125.0854703957498,delivered
321,3395,2025-11-01 09:12:58.263565271,188.69717510152145,delivered
322,8320,2025-11-01 09:14:41.945638912,150.08044083290557,delivered
323,1817,2025-11-01 09:16:25.627712554,36.4569629980991,pending
324,5855,2025-11-01 09:18:09.309786195,194.0850212774808,delivered
325,6710,2025-11-01 09:19:52.991859837,100.81195182614431,delivered
326,570,2025-11-01 09:21:36.673933478,80.24630382806278,delivered
327,5443,2025-11-01 09:23:20.356007120,34.45512930630871,cancelled
328,1896,2025-11-01 09:25:04.038080761,187.36162907339923,delivered
329,2734,2025-11-01 09:26:47.720154403,121.37912771450664,delivered
330,3864,2025-11-01 09:28:31.402228044,197.71762986509543,delivered
331,7456,2025-11-01 09:30:15.084301686,43.03451630460422,delivered
332,4015,2025-11-01 09:31:58.766375327,113.70875991838737,delivered
333,1687,2025-11-01 09:33:42.448448968,30.878377559808687,delivered
334,3010,2025-11-01 09:35:26.130522610,109.61240709716958,delivered
335,7807,2025-11-01 09:37:09.812596251,179.06044653953592,delivered
336,155,2025-11-01 09:38:53.494669893,30.77096187746373,delivered
337,1410,2025-11-01 09:40:37.176743534,61.23327341400692,delivered
338,785,2025-11-01 09:42:20.858817176,139.6563633192408,delivered
339,8097,2025-11-01 09:44:04.540890817,24.49453685520428,delivered
340,7561,2025-11-01 09:45:48.222964459,96.25713565015798,delivered
341,7344,2025-11-01 09:47:31.905038100,73.28170926255268,pending
342,7207,2025-11-01 09:49:15.587111742,169.24815681516682,delivered
343,5597,2025-11-01 09:50:59.269185383,19.32443869207885,delivered
344,5802,2025-11-01 09:52:42.951259025,174.04513887131628,delivered
345,2807,2025-11-01 09:54:26.633332666,143.6900868769238,pending
346,538,2025-11-01 09:56:10.315406308,66.46620027427431,delivered
347,5987,2025-11-01 09:57:53.997479949,47.57602155376383,delivered
348,1842,2025-11-01 09:59:37.679553591,190.53350420202153,delivered
349,8717,2025-11-01 10:01:21.361627232,115.24251682863628,delivered
350,6972,2025-11-01 10:03:05.043700874,75.50774847798392,delivered
351,5626,2025-11-01 10:04:48.725774515,18.449016048631655,delivered
352,2951,2025-11-01 10:06:32.407848156,41.49900759287575,delivered
353,7993,2025-11-01 10:08:16.089921798,123.65135286187615,delivered
354,4781,2025-11-01 10:09:59.771995439,107.49082340233403,cancelled
355,2369,2025-11-01 10:11:43.454069081,153.9459221463139,delivered
356,6656,2025-11-01 10:13:27.136142722,168.6191388773591,delivered
357,8174,2025-11-01 10:15:10.818216364,85.46321250387646,delivered
358,4496,2025-11-01 10:16:54.500290005,29.17668400702146,delivered
359,9164,2025-11-01 10:18:38.182363647,160.39065441357727,delivered
360,6003,2025-11-01 10:20:21.864437288,115.21061906263218,delivered
361,6615,2025-11-01 10:22:05.546510930,196.1604588034036,delivered
362,9359,2025-11-01 10:23:49.228584571,161.30648408042907,delivered
363,5920,2025-11-01 10:25:32.910658213,72.5238171061095,delivered
364,854,2025-11-01 10:27:16.592731854,91.41312577373607,delivered
365,4147,2025-11-01 10:29:00.274805496,54.75943495702523,delivered
366,3770,2025-11-01 10:30:43.956879137,107.27971443680804,delivered
367,575,2025-11-01 10:32:27.638952779,145.0377424012004,delivered
368,1149,2025-11-01 10:34:11.321026420,126.37286435492199,delivered
369,6294,2025-11-01 10:35:55.003100062,74.99585791940953,delivered
370,6458,2025-11-01 10:37:38.685173703,166.42698246789135,delivered
371,7510,2025-11-01 10:39:22.367247344,29.961163772999658,delivered
372,9908,2025-11-01 10:41:06.049320986,37.08539166965092,delivered
373,4778,2025-11-01 10:42:49.731394627,86.79031768691831,delivered
374,3855,2025-11-01 10:44:33.413468269,143.42622960136848,delivered
375,2492,2025-11-01 10:46:17.095541910,141.89527883848032,delivered
376,3125,2025-11-01 10:48:00.777615552,79.63945411610798,delivered
377,5692,2025-11-01 10:49:44.459689193,142.35550184534554,delivered
378,3052,2025-11-01 10:51:28.141762835,21.51129729801885,delivered
379,5,2025-11-01 10:53:11.823836476,65.10417046672347,delivered
380,5223,2025-11-01 10:54:55.505910118,141.8169295220813,delivered
381,5316,2025-11-01 10:56:39.187983759,44.967866197960475,cancelled
382,4870,2025-11-01 10:58:22.870057401,50.415285435606755,delivered
383,877,2025-11-01 11:00:06.552131042,26.507697597615056,delivered
384,9184,2025-11-01 11:01:50.234204684,79.24949306724557,delivered
385,7028,2025-11-01 11:03:33.916278325,166.7361757127029,delivered
386,4143,2025-11-01 11:05:17.598351967,168.9082335263166,delivered
387,6967,2025-11-01 11:07:01.280425608,173.84888123215856,delivered
388,7080,2025-11-01 11:08:44.962499249,16.97376560288749,delivered
389,7988,2025-11-01 11:10:28.644572891,198.76285411845475,delivered
390,6800,2025-11-01 11:12:12.326646532,105.50183540138671,delivered
391,4466,2025-11-01 11:13:56.008720174,175.81813576302974,pending
392,636,2025-11-01 11:15:39.690793815,181.97178059437368,pending
393,1694,2025-11-01 11:17:23.372867457,107.75466558089153,delivered
394,9875,2025-11-01 11:19:07.054941098,19.707052693012493,delivered
395,4753,2025-11-01 11:20:50.737014740,123.51925561868906,delivered
396,8312,2025-11-01 11:22:34.419088381,73.47775632674207,delivered
397,831,2025-11-01 11:24:18.101162023,49.285667776765635,delivered
398,5178,2025-11-01 11:26:01.783235664,44.67519346594649,delivered
399,9562,2025-11-01 11:27:45.465309306,116.26020334891014,delivered
400,8933,2025-11-01 11:29:29.147382947,29.850215262723776,delivered
401,8309,2025-11-01 11:31:12.829456589,166.11246528516165,delivered
402,5950,2025-11-01 11:32:56.511530230,53.18573666624855,delivered
403,2839,2025-11-01 11:34:40.193603872,114.36526156078956,pending
404,1151,2025-11-01 11:36:23.875677513,33.83743958957899,delivered
405,7561,2025-11-01 11:38:07.557751155,173.32954733115827,delivered
406,1932,2025-11-01 11:39:51.239824796,141.4966024450245,pending
407,9205,2025-11-01 11:41:34.921898437,49.23915670162167,delivered
408,1665,2025-11-01 11:43:18.603972079,145.9907437920469,delivered
409,1082,2025-11-01 11:45:02.286045720,25.751025371436555,delivered
410,513,2025-11-01 11:46:45.968119362,156.72116947625017,delivered
411,7806,2025-11-01 11:48:29.650193003,103.16588788475997,delivered
412,5238,2025-11-01 11:50:13.332266645,32.83489648542431,delivered
